relevance_score,query,title,url,relevance_probability,relevance_prediction,elastic_score,combined_score,section,author,published_date,word_count,timestamp
0,новый VR шлем Valve,Массовые увольнения - наша новая реальность.,"https://vc.ru/dev/2177457-massovye-uvolneniya-iz-za-ii-prognozy-i-posledstviya",0.48144857740706426,0,14.494454,4.685350204184944,dev,Мобильный трудоголик,2025-08-24T15:51:15+00:00,203,2025-12-14T03:46:03.945118
1,новый VR шлем Valve,💥 Метавселенные 2025: Как виртуальные миры станут новым интернетом,"https://vc.ru/crypto/2291954-metavselennye-2025-investitsii-v-virtualnye-miry",0.3206816981470953,0,13.7542715,4.350758638702966,crypto,Игорь Павленко,2025-10-22T20:02:14+00:00,389,2025-12-14T03:46:03.945125
0,новый VR шлем Valve,Samsung бросает вызов Apple Vision Pro с новым шлемом Galaxy XR,"https://vc.ru/tech/2293218-samsung-galaxy-xr-protiv-apple-vision-pro",0.4243638010913657,0,11.457366,3.7342644607639564,tech,Максим Корнилов,2025-10-23T08:40:26+00:00,186,2025-12-14T03:46:03.945128
0,новый VR шлем Valve,Зачем бизнесу виртуальные офисы: как компании переезжают в метавселенную,"https://vc.ru/future/2334971-virtualnye-ofisy-dlya-biznesa",0.35885768131475576,0,10.212548,3.3149647769203288,future,docard,2025-11-12T15:31:46+00:00,411,2025-12-14T03:46:03.945131
0,новый VR шлем Valve,ИИ как продакт-менеджер: выдумка или уже реальность?,"https://vc.ru/ai/2322956-ii-v-produktovoy-razrabotke",0.5968188878399103,1,9.306587,3.209749321487937,ai,Турболого - создай лого и сайт,2025-11-06T13:52:18+00:00,683,2025-12-14T03:46:03.945134
0,новый VR шлем Valve,Возрождение российского рынка процессоров: реальность или медиа-иллюзия?,"https://vc.ru/dev/2294877-vozrozhdenie-rynka-protsessorov-v-rossii",0.6367836161234188,1,8.414401,2.970068831286393,dev,docard,2025-10-23T19:34:11+00:00,463,2025-12-14T03:46:03.945136
0,Telegram обновил дизайн iOS,Telegram как новая основа онлайн-бизнеса,"https://vc.ru/services/1956375-telegram-kak-platforma-dlya-onlayn-biznesa",0.5032057420113416,1,40.25107,12.427565019407938,services,Евгений Сесин,2025-11-10T08:35:57+00:00,549,2025-12-14T03:46:04.550827
0,Telegram обновил дизайн iOS,"Чем можно заменить Telegram: от платформ с API, ботами и группами до мессенджеров судного дня","https://vc.ru/services/2318638-alternativy-telegram-messendzhery-s-api-botami-i-privatnostyu",0.48704925626760487,0,34.309807,10.633876579387323,services,Aleksandr Shaman,2025-11-04T22:25:24+00:00,978,2025-12-14T03:46:04.550835
1,Telegram обновил дизайн iOS,Подборка полезных решений и материалов,"https://vc.ru/ai/2311363-poleznye-resheniya-i-materialy-po-ii",0.46779367950517126,0,15.802521,5.06821187565362,ai,EFEMERA (Вова Казаков),2025-10-31T11:39:37+00:00,251,2025-12-14T03:46:04.550838
0,Telegram обновил дизайн iOS,Генеративный AI в IoT: создание контента для умных устройств,"https://vc.ru/ai/2323480-generativnyy-ai-v-iot-dlya-riteyla",0.7516552204852278,1,14.006131,4.727997954339659,ai,SINARDCOM,2025-11-06T15:26:27+00:00,518,2025-12-14T03:46:04.550841
1,Telegram обновил дизайн iOS,"В Telegram Wallet добавили поддержку Ethereum, Solana, Dogecoin и других криптовалют","https://vc.ru/telegram/1884398-v-telegram-wallet-dobavili-podderzhku-ethereum-solana-dogecoin-i-drugih-kriptovalyut",0.6604794576287548,1,14.033019,4.672241320340127,telegram,Артур Томилко,2025-03-25T08:04:36+00:00,156,2025-12-14T03:46:04.550843
0,Telegram обновил дизайн iOS,"10 зарубежных сервисов, без которых уже невозможно обойтись в России — и как их оплачивать с Wanttopay","https://vc.ru/services/2310456-10-nezamenimyh-zarubezhnyh-servisov-dlya-rabotyi-s-wanttopay",0.6078416644892604,1,14.110046,4.658502965142483,services,wanttopay,2025-10-31T04:45:48+00:00,824,2025-12-14T03:46:04.550846
0,Telegram обновил дизайн iOS,Как мессенджер MAX изменил сферу услуг и малого бизнеса,"https://vc.ru/services/2322940-messendzher-max-vliyanie-na-malyy-biznes-i-uslugi",0.8259799144000234,1,13.068637,4.498777040080016,services,Олег Николаев,2025-11-06T12:04:17+00:00,1573,2025-12-14T03:46:04.550848
0,Telegram обновил дизайн iOS,💳 BotFather сам стал Mini App - теперь с оплатой прямо в Telegram,"https://vc.ru/telegram/2160056-botfather-stal-mini-app-s-oplatei-v-telegram",0.5797956854434387,1,13.072067,4.327477079810407,telegram,Иван Юдин,2025-08-15T13:21:32+00:00,211,2025-12-14T03:46:04.550851
0,Telegram обновил дизайн iOS,Маркетинг в Telegram: как выстроить воронку продаж с нуля,"https://vc.ru/telegram/1902362-marketing-v-telegram-voronka-prodazh",0.6794863337809799,1,12.519003,4.231341333646686,telegram,Илья Белов,2025-04-02T10:12:28+00:00,538,2025-12-14T03:46:04.550853
1,Telegram обновил дизайн iOS,"Главное за неделю: Meta* Connect 2025, DJI Mini Pro 5, iOS 26, смартфон Dreame, умное кольцо Сбера и электрический VW Touareg","https://vc.ru/tech/2224767-glavnye-sobytiya-nedeli-meta-connect-dji-mini-pro-ios-26",0.44032710334908504,0,12.5423565,4.0709359223443595,tech,Сергей Кузнецов,2025-09-19T15:38:32+00:00,903,2025-12-14T03:46:04.550856
1,крипторынок восстановление 2025,Крипторынок набрал $170 млрд за неделю: постепенное восстановление после обвала,"https://vc.ru/crypto/2299194-kriptorynok-vosstanovilsya-na-170-mlrd",0.3332747169681704,0,54.53942,16.59511830187772,crypto,Александр Белов,2025-10-26T06:19:34+00:00,202,2025-12-14T03:46:05.603139
0,крипторынок восстановление 2025,Toncoin теряет позиции: причины падения и шансы на возвращение в топ,"https://vc.ru/crypto/2336764-toncoin-teryaet-pozitsii-na-kriptorynke",0.33759067868671777,0,18.34745,5.740548475080702,crypto,BestChange.ru,2025-11-13T14:15:41+00:00,462,2025-12-14T03:46:05.603146
1,крипторынок восстановление 2025,🔍 Глубинный анализ: Почему следующие 2 недели определят будущее крипторынка на 2026 год,"https://vc.ru/crypto/2279984-analiz-kriptorynka-na-2026-god",0.38084166170017636,0,16.379124,5.180326363190123,crypto,Игорь Павленко,2025-10-17T07:24:35+00:00,367,2025-12-14T03:46:05.603149
1,создание длинных видео Sora,Нейросети для создания видео: самый подробный гайд по топовым AI-сервисам,"https://vc.ru/ai/2317620-neyroseti-dlya-video-gajd-po-luchshim-ai-servisam",0.40275885124186017,0,35.67075,10.9831561958693,ai,ИИ слезам не верит,2025-11-04T18:35:59+00:00,3143,2025-12-14T03:46:06.308794
1,создание длинных видео Sora,Смотреть нельзя пропустить. Топ-ИИ-сервисы 2024 года по версии крупнейших инвестфондов,"https://vc.ru/future/1731835-smotret-nelzya-propustit-top-ii-servisy-2024-goda-po-versii-krupneishih-investfondov",0.6147393253825846,1,21.111368,6.763727927767809,future,Виталий Гульчеев,2024-12-27T10:34:26+00:00,774,2025-12-14T03:46:06.308801
1,создание длинных видео Sora,Как создавать многосюжетные видео с помощью Veo 3.1,"https://vc.ru/ai/2317709-sozdanie-mnogosyuzhetnykh-video-s-veo-3-1",0.3640337402486214,0,21.504206,6.706085418174035,ai,NeuroЭнтузиаст,2025-11-04T12:24:03+00:00,1193,2025-12-14T03:46:06.308804
1,создание длинных видео Sora,"Как преобразить ваши личные фотографии с помощью Midjourney, или Как сгенерировать изображения с вашим лицом в разных образах","https://vc.ru/midjourney/1336767-kak-preobrazit-vashi-lichnye-fotografii-s-pomoshyu-midjourney-ili-kak-sgenerirovat-izobrazheniya-s-vashim-licom-v-raznyh-obrazah",0.3055067933106418,0,20.234135,6.284095255317449,midjourney,NeuroЭнтузиаст,2024-07-25T16:42:12+00:00,818,2025-12-14T03:46:06.308807
1,блокировка SIM карт роуминг,"«Период охлаждения» российских SIM-карт — что это значит, для чего нужно и как снять блокировку","https://vc.ru/services/2332589-period-ohlazhdeniya-sim-kart-v-rossii",0.9448702415793001,1,238.55875,72.2290341691055,services,Евгения Евсеева,2025-11-11T16:55:35+00:00,324,2025-12-14T03:46:06.934234
1,блокировка SIM карт роуминг,Иностранные операторы сообщили о блокировке интернета на их SIM-картах в течение суток после въезда в Россию,"https://vc.ru/services/2260295-blokirovka-interneta-na-inostrannyh-sim-kartah",0.9045999555193249,1,229.25365,69.40931496886353,services,Таня Боброва,2025-10-07T13:36:14+00:00,509,2025-12-14T03:46:06.934242
1,блокировка SIM карт роуминг,Иностранные операторы сообщили о блокировке интернета на их SIM-картах в течение суток после въезда в Россию,"https://vc.ru/services/2262192-blokirovka-interneta-na-inostrannyh-sim-kartah-v-rossii",0.9155979817449167,1,228.77267,69.27271958722143,services,Иван,2025-10-08T11:42:46+00:00,231,2025-12-14T03:46:06.934245
0,блокировка SIM карт роуминг,eSIM - современная технология виртуальной сим-карты для новых гаджетов,"https://vc.ru/links/325084-esim-sovremennaya-tehnologiya-virtualnoi-sim-karty-dlya-novyh-gadzhetov",0.3794134808738455,0,227.6528,68.56142943661169,links,Сергей Иванов,2021-11-26T08:03:45+00:00,81,2025-12-14T03:46:06.934247
0,блокировка SIM карт роуминг,«МТС Банк» представил прототип SIM-карты со встроенным чипом банковской карты,"https://vc.ru/services/2264474-mts-bank-sim-karta-s-chipom-beskontaktnye-platezhi",0.8141566408971677,1,208.57234,63.141611648628015,services,Евгения Евсеева,2025-10-09T12:43:09+00:00,104,2025-12-14T03:46:06.934250
1,блокировка SIM карт роуминг,SIM-карты пассажиров поездов в Калининградскую область и из неё попадут под «период охлаждения» — Минцифры региона,"https://vc.ru/services/2332605-period-ohlazhdeniya-dlya-sim-kart-v-kaliningradskoy-oblasti",0.9421874152829741,1,198.4166,60.184511190698075,services,Таня Боброва,2025-11-11T14:51:02+00:00,182,2025-12-14T03:46:06.934252
1,блокировка SIM карт роуминг,«Ъ»: операторы не смогли настроить период охлаждения для иностранных SIM-карт — на них не приходят сообщения и не работает интернет,"https://vc.ru/services/2273387-problemy-s-inostrannymi-sim-kartami-v-rossii",0.9358978433576967,1,185.27895,56.23881349035039,services,Евгения Евсеева,2025-10-14T07:38:02+00:00,242,2025-12-14T03:46:06.934255
1,блокировка SIM карт роуминг,"Скорость активации SIM-карт, которые «вернулись» из международного роуминга, составит от десяти секунд до нескольких минут после авторизации по капче","https://vc.ru/services/2331588-skorost-aktivatsii-sim-kart-posle-rouminga",0.9219383857057081,1,177.96599,54.035153869994,services,Полина Лааксо,2025-11-11T08:01:40+00:00,99,2025-12-14T03:46:06.934257
1,блокировка SIM карт роуминг,«Ъ» узнал о планах ввести 24-часовой «период охлаждения» для российских SIM-карт после роуминга — во время него не будут работать интернет и SMS,"https://vc.ru/services/2324451-period-ohladzhdeniya-dlya-rossiyskikh-sim-kart",0.9407174833862417,1,167.00157,50.75897323837036,services,Артур Томилко,2025-11-07T06:11:35+00:00,238,2025-12-14T03:46:06.934261
0,блокировка SIM карт роуминг,"Главное за неделю: Тим Кук готовится уйти, Qualcomm купила Arduino, Realme делает смартфон с Ricoh, МТС скрестила SIM-карту с банковской","https://vc.ru/tech/2267280-itogi-nedeli-ukhod-tima-kuka-pokupka-qualcomm-arduino",0.3781150589311624,0,156.2041,47.12591054125181,tech,Сергей Кузнецов,2025-10-10T16:36:31+00:00,890,2025-12-14T03:46:06.934263
0,нейросети для дизайна интерьера,Как YouTube использует нейросети,"https://vc.ru/ai/2316924-kak-youtube-ispolzuet-neyroseti",0.668099352115908,1,46.819954,14.513655746481135,ai,Андрей Нейроскуф Калашников,2025-11-03T21:29:06+00:00,463,2025-12-14T03:46:07.701399
0,нейросети для дизайна интерьера,Как написать книгу с помощью нейросетей: инструкция к Chat GPT для начинающих,"https://vc.ru/chatgpt/1197831-kak-napisat-knigu-s-pomoshchyu-neyrosetey-instrukciya-k-chat-gpt-dlya-nachinayushchih",0.8037340329358588,1,45.822296,14.3093026230551,chatgpt,PromptWorkshop,2024-05-28T10:31:50+00:00,892,2025-12-14T03:46:07.701406
1,нейросети для дизайна интерьера,"Как оцениваются картины, написанные нейросетью и человеком?","https://vc.ru/midjourney/1669955-kak-ocenivayutsya-kartiny-napisannye-neirosetyu-i-chelovekom",0.3060686933196925,0,45.45882,13.851894085323785,midjourney,Наташа Хазеева,2024-11-30T05:25:50+00:00,1159,2025-12-14T03:46:07.701410
1,зарплатные ожидания зумеров,"Клиенты будущего: что учесть, чтобы подготовиться","https://vc.ru/future/2106263-budushchie-klienty-kak-izmenyatsya-pokupateli",0.5098118578788468,1,19.88169,6.321375300515192,future,Тренды и практики CX,2025-07-18T08:11:00+00:00,468,2025-12-14T03:46:08.343576
0,зарплатные ожидания зумеров,Ближайшее будущее магазинов: почему привычный шопинг скоро исчезнет,"https://vc.ru/future/1820477-blizhaishee-budushee-magazinov-pochemu-privychnyi-shoping-skoro-ischeznet",0.3537990302175618,0,15.607828,4.930007721152292,future,Алексей Комиссаров,2025-02-18T16:36:45+00:00,730,2025-12-14T03:46:08.343583
0,зарплатные ожидания зумеров,"Google инвестирует 150 миллионов долларов в Warby Parker для разработки умных очков Android XR: мой взгляд на технологии, дизайн и вызовы рынка","https://vc.ru/tech/1999463-google-investiruet-150-millionov-v-umnye-ochki-warby-parker",0.5850725701187606,1,15.042522,4.922307399083132,tech,Степан Старовойтов,2025-05-21T08:34:59+00:00,621,2025-12-14T03:46:08.343586
0,зарплатные ожидания зумеров,"🧭 7 бизнес-моделей, которые не умрут в ближайшие 5 лет","https://vc.ru/future/2293653-biznes-modeli-na-5-let-7-ustojchivyh-reshenij",0.3031590665688132,0,15.520092,4.8682389465981695,future,Алексей Мостовщиков,2025-10-23T11:06:37+00:00,911,2025-12-14T03:46:08.343588
1,зарплатные ожидания зумеров,Дайджест ИИ — 5 ноября 2025,"https://vc.ru/ai/2319229-korporativnye-sdelki-i-ii-v-medicine-dajdzhest-novostej",0.37272694039379445,0,14.007413,4.463132758275656,ai,Vlad S,2025-11-05T04:22:30+00:00,531,2025-12-14T03:46:08.343591
1,СберМобайл подписка Литрес,Читать по счетам: СберМобайл подключил Литрес к оплате со счёта мобильного телефона,"https://vc.ru/services/2324829-sbermobil-i-litres-oplata-podpiski-na-knigi",0.7924123916474769,1,1090.6282,327.74314867415325,services,СберМобайл,2025-11-07T09:17:23+00:00,370,2025-12-14T03:46:08.949355
0,СберМобайл подписка Литрес,Оплата ChatGPT из России в 2025 году: все рабочие способы купить подписку ЧатГПТ,"https://vc.ru/services/2253075-oplata-chatgpt-iz-rossii-v-2025-godu",0.5435178960005238,1,19.402004,6.201063727200367,services,Global Payments,2025-10-03T13:10:27+00:00,3283,2025-12-14T03:46:08.949362
0,СберМобайл подписка Литрес,Подписка ChatGPT 5 в России: как оплатить подписку ЧатГПТ Plus и Pro и использовать ее в 2025,"https://vc.ru/services/2253123-kak-oplatit-podpisku-chatgpt-v-rossii",0.4898643227830118,0,19.469921,6.183881325948108,services,Global Payments,2025-10-04T16:44:27+00:00,2979,2025-12-14T03:46:08.949366
0,СберМобайл подписка Литрес,GPT-5 умрёт через год: почему специализированные LLM убивают универсальные модели,"https://vc.ru/future/2279164-trendy-bolshikh-yazykovykh-modeley-llm",0.5662318565725476,1,18.510765,5.949591799600783,future,Громов Андрей,2025-10-16T15:55:45+00:00,646,2025-12-14T03:46:08.949369
0,СберМобайл подписка Литрес,Гайд по MCP — будущем ИИ агентов,"https://vc.ru/chatgpt/1874379-gaid-po-mcp-budushem-ii-agentov",0.7645680434745218,1,16.9184,5.610717630432164,chatgpt,Vlad R,2025-03-19T15:39:19+00:00,916,2025-12-14T03:46:08.949372
0,СберМобайл подписка Литрес,Как работает оплата ChatGPT 5 из России в 2025: Все пути купить подписку Чат ГПТ,"https://vc.ru/services/2263281-kak-oplatit-chatgpt-5-iz-rossii-v-2025-godu",0.5060191812267233,1,17.085676,5.479916226858706,services,Global Payments,2025-10-10T12:23:15+00:00,4979,2025-12-14T03:46:08.949374
0,СберМобайл подписка Литрес,"🧭 7 бизнес-моделей, которые не умрут в ближайшие 5 лет","https://vc.ru/future/2293653-biznes-modeli-na-5-let-7-ustojchivyh-reshenij",0.3148272671197224,0,17.387535,5.436639586983805,future,Алексей Мостовщиков,2025-10-23T11:06:37+00:00,911,2025-12-14T03:46:08.949377
0,СберМобайл подписка Литрес,Atlas — новый браузер на базе ChatGPT,"https://vc.ru/services/2292824-atlas-ot-openai-novyy-brauzer-s-funktsiyami-chatgpt",0.38356325174018735,0,15.97673,5.061513276218132,services,Нейросеть дня / Дмитрий Бицак,2025-10-23T07:59:38+00:00,369,2025-12-14T03:46:08.949380
0,будущее бизнеса эмпатия технологии,WSJ: смартфон T1 от семейной компании Дональда Трампа вряд ли будут производить в США,"https://vc.ru/tech/2047543-smartfon-t1-ot-semi-trampa",0.429782610725181,0,31.79136,9.838255827507625,tech,Евгения Евсеева,2025-06-17T10:02:54+00:00,268,2025-12-14T03:46:09.710150
1,будущее бизнеса эмпатия технологии,"2100 год: Люди вымерли? Почему эволюция предпочитает ИИ, и как нам спасти человечность","https://vc.ru/future/2155518-evolyutsiya-k-2100-godu-ludi-i-ii",0.4357823597959337,0,21.759363,6.832856551857153,future,Николаич и Ко,2025-08-13T14:57:34+00:00,466,2025-12-14T03:46:09.710157
1,будущее бизнеса эмпатия технологии,Гонка на пути к искусственному сверхинтеллекту: что нас ждет?,"https://vc.ru/future/1909765-budushchee-iskusstvennogo-intellekta-k-2027-godu",0.37550235126608433,0,20.011862,6.2664102458862585,future,Наташа Хазеева,2025-04-08T05:26:01+00:00,769,2025-12-14T03:46:09.710160
0,будущее бизнеса эмпатия технологии,"Как я создал своего первого ИИ-агента: опыт, инсайты и форсайты","https://vc.ru/future/1960398-sozdanie-ii-agenta-opyt-i-prognozy-v-fintehe",0.4813032488888444,0,19.445951,6.17069757422219,future,Корпоративный предприниматель,2025-05-05T05:42:17+00:00,946,2025-12-14T03:46:09.710163
0,будущее бизнеса эмпатия технологии,"Nvidia на CES 2025: слишком солидно, чтобы обойтись одним абзацем. Топ 7 вещей от гиганта.","https://vc.ru/future/1754734-nvidia-na-ces-2025-slishkom-solidno-chtoby-oboitis-odnim-abzacem-top-7-veshei-ot-giganta",0.3705294289608763,0,18.910328,5.932469000272613,future,Виталий Гульчеев,2025-01-14T15:17:45+00:00,581,2025-12-14T03:46:09.710166
0,будущее бизнеса эмпатия технологии,Frontier Deployment Engineer в 2025 году: новая востребованная роль на стыке AI и бизнеса,"https://vc.ru/ai/2320292-frontier-deployment-engineer-vostrebovannaya-rol-v-ai-i-biznese",0.43017607243025696,0,18.454271,5.83740455070118,ai,O Melina,2025-11-05T10:43:45+00:00,676,2025-12-14T03:46:09.710168
0,будущее бизнеса эмпатия технологии,Квантовый день на Nvidia GTC. Когда сказка станет реальностью?,"https://vc.ru/future/1984363-kvantovyy-den-na-nvidia-gtc-2025",0.42765205651589966,0,18.421885,5.8259219395611295,future,Александр Столыпин,2025-05-14T06:34:44+00:00,1287,2025-12-14T03:46:09.710171
0,будущее бизнеса эмпатия технологии,AI-компаньоны нового поколения: от Replika до Character.AI,"https://vc.ru/ai/2331422-ai-kompanony-novogo-pokolenija",0.4236625296944806,0,17.820194,5.642621970786136,ai,Турболого - создай лого и сайт,2025-11-11T06:59:53+00:00,655,2025-12-14T03:46:09.710174
1,будущее бизнеса эмпатия технологии,ИИ должны быть защищены не меньше животных,"https://vc.ru/future/2085509-eticheskaya-zashchita-ii-kak-u-zhivotnykh",0.521171741091784,1,17.038637,5.4764113187642485,future,Reducing Suffering,2025-07-09T13:34:47+00:00,869,2025-12-14T03:46:09.710176
1,будущее бизнеса эмпатия технологии,"Исповедь для нейросети: Тревожная статистика OpenAI - это не про „сумасшедших“ пользователей, а про эпидемию одиночества","https://vc.ru/ai/2309815-trevojnaya-statistika-openai-odinochestvo-i-zavisimost-ot-ii",0.3467314748744418,0,17.22535,5.410317032412109,ai,Ксения Море,2025-10-30T19:07:24+00:00,496,2025-12-14T03:46:09.710179
